timestamp,src_ip,username,computer,event_id,message,label,attack_type
2024-04-15T08:06:30Z,192.168.1.30,carol,DESKTOP-CAROL,4688,A new process has been created. Creator Subject: DOMAIN\carol Process Name: C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,0,NONE
2024-04-15T08:06:45Z,192.168.1.40,dave,DESKTOP-DAVE,4634,An account was logged off. Subject: Security ID: DOMAIN\dave Logon Type: 3,0,NONE
2024-04-15T08:07:00Z,192.168.1.10,alice,DESKTOP-ALICE,4688,A new process has been created. Creator Subject: DOMAIN\alice Process Name: C:\Windows\System32\mmc.exe,0,NONE
2024-04-15T08:07:15Z,192.168.1.20,bob,DESKTOP-BOB,4688,A new process has been created. Creator Subject: DOMAIN\bob Process Name: C:\Windows\System32\chrome.exe,0,NONE
2024-04-15T08:07:30Z,192.168.1.30,carol,DESKTOP-CAROL,4688,A new process has been created. Creator Subject: DOMAIN\carol Process Name: C:\Windows\System32\chrome.exe,0,NONE
2024-04-15T08:07:45Z,192.168.1.40,dave,DESKTOP-DAVE,4672,Special privileges assigned to new logon. Subject: Security ID: DOMAIN\dave Privileges: SeBackupPrivilege SeChangeNotifyPrivilege,0,NONE
2024-04-15T08:08:00Z,192.168.1.10,alice,DESKTOP-ALICE,4688,A new process has been created. Creator Subject: DOMAIN\alice Process Name: C:\Windows\System32\mmc.exe,0,NONE
2024-04-15T08:08:15Z,192.168.1.20,bob,DESKTOP-BOB,4688,A new process has been created. Creator Subject: DOMAIN\bob Process Name: C:\Windows\System32\powershell.exe CommandLine: Get-EventLog -LogName Security -Newest 10,0,NONE
2024-04-15T08:08:30Z,192.168.1.30,carol,DESKTOP-CAROL,4634,An account was logged off. Subject: Security ID: DOMAIN\carol Logon Type: 3,0,NONE
2024-04-15T08:08:45Z,192.168.1.40,dave,DESKTOP-DAVE,4672,Special privileges assigned to new logon. Subject: Security ID: DOMAIN\dave Privileges: SeBackupPrivilege SeChangeNotifyPrivilege,0,NONE
2024-04-15T08:09:00Z,192.168.1.10,alice,DESKTOP-ALICE,4672,Special privileges assigned to new logon. Subject: Security ID: DOMAIN\alice Privileges: SeBackupPrivilege SeChangeNotifyPrivilege,0,NONE
2024-04-15T08:09:15Z,192.168.1.20,bob,DESKTOP-BOB,4688,A new process has been created. Creator Subject: DOMAIN\bob Process Name: C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,0,NONE
2024-04-15T08:09:30Z,192.168.1.30,carol,DESKTOP-CAROL,4688,A new process has been created. Creator Subject: DOMAIN\carol Process Name: C:\Windows\System32\notepad.exe,0,NONE
2024-04-15T08:09:45Z,192.168.1.40,dave,DESKTOP-DAVE,4688,A new process has been created. Creator Subject: DOMAIN\dave Process Name: C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,0,NONE
2024-04-15T08:10:00Z,192.168.1.10,alice,DESKTOP-ALICE,4688,A new process has been created. Creator Subject: DOMAIN\alice Process Name: C:\Windows\System32\chrome.exe,0,NONE
2024-04-15T08:10:15Z,192.168.1.20,bob,DESKTOP-BOB,4688,A new process has been created. Creator Subject: DOMAIN\bob Process Name: C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,0,NONE
2024-04-15T08:10:30Z,192.168.1.30,carol,DESKTOP-CAROL,4624,An account was successfully logged on. Subject: Security ID: DOMAIN\carol Logon Type: 2 Source Network Address: 192.168.1.30,0,NONE
2024-04-15T08:10:45Z,192.168.1.40,dave,DESKTOP-DAVE,4688,A new process has been created. Creator Subject: DOMAIN\dave Process Name: C:\Windows\System32\powershell.exe CommandLine: Get-EventLog -LogName Security -Newest 10,0,NONE
2024-04-15T08:11:00Z,192.168.1.10,alice,DESKTOP-ALICE,4624,An account was successfully logged on. Subject: Security ID: DOMAIN\alice Logon Type: 2 Source Network Address: 192.168.1.10,0,NONE
2024-04-15T08:11:15Z,192.168.1.20,bob,DESKTOP-BOB,4688,A new process has been created. Creator Subject: DOMAIN\bob Process Name: C:\Windows\System32\mmc.exe,0,NONE
2024-04-15T08:11:30Z,192.168.1.30,carol,DESKTOP-CAROL,4624,An account was successfully logged on. Subject: Security ID: DOMAIN\carol Logon Type: 3 Source Network Address: 192.168.1.30,0,NONE
2024-04-15T08:11:45Z,192.168.1.40,dave,DESKTOP-DAVE,4624,An account was successfully logged on. Subject: Security ID: DOMAIN\dave Logon Type: 3 Source Network Address: 192.168.1.40,0,NONE
2024-04-15T08:12:00Z,192.168.1.10,alice,DESKTOP-ALICE,4688,A new process has been created. Creator Subject: DOMAIN\alice Process Name: C:\Windows\System32\chrome.exe,0,NONE
2024-04-15T08:12:00Z,10.0.0.5,UNKNOWN,WORKSTATION5.theshire.local,4103,"CommandInvocation(Start-Sleep): ""Start-Sleep"" ParameterBinding(Start-Sleep): name=""Seconds""; value=""5"" Context: Severity = Informational Host Name = ConsoleHost Host Version = 5.1.18362.752 Host ID = bd39a342-b84b-499d-b35a-752ceae5484c Host Application = C:\windows\System32\WindowsPowerShell\v1.0\p",1,Credential Access
2024-04-15T08:12:08Z,10.0.0.5,UNKNOWN,WORKSTATION5.theshire.local,4103,"CommandInvocation(Get-Random): ""Get-Random"" Context: Severity = Informational Host Name = ConsoleHost Host Version = 5.1.18362.752 Host ID = bd39a342-b84b-499d-b35a-752ceae5484c Host Application = C:\windows\System32\WindowsPowerShell\v1.0\powershell.exe -noP -sta -w 1 -enc SQBGACgAJABQAFMAVgBlAFIAU",1,Credential Access
2024-04-15T08:12:15Z,192.168.1.20,bob,DESKTOP-BOB,4672,Special privileges assigned to new logon. Subject: Security ID: DOMAIN\bob Privileges: SeBackupPrivilege SeChangeNotifyPrivilege,0,NONE
2024-04-15T08:12:16Z,10.0.0.5,UNKNOWN,WORKSTATION5.theshire.local,4103,"CommandInvocation(New-Object): ""New-Object"" ParameterBinding(New-Object): name=""TypeName""; value=""System.Net.WebClient"" Context: Severity = Informational Host Name = ConsoleHost Host Version = 5.1.18362.752 Host ID = bd39a342-b84b-499d-b35a-752ceae5484c Host Application = C:\windows\System32\Windows",1,Credential Access
2024-04-15T08:12:24Z,10.0.0.5,MORDORDC$,MORDORDC.theshire.local,4672,Special privileges assigned to new logon. Subject: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE Logon ID: 0x2B6B6C5 Privileges: SeSecurityPrivilege SeBackupPrivilege SeRestorePrivilege SeTakeOwnershipPrivilege SeDebugPrivilege SeSystemEnvironmentPrivilege SeLoadDriverPrivil,1,Credential Access
2024-04-15T08:12:30Z,192.168.1.30,carol,DESKTOP-CAROL,4672,Special privileges assigned to new logon. Subject: Security ID: DOMAIN\carol Privileges: SeBackupPrivilege SeChangeNotifyPrivilege,0,NONE
2024-04-15T08:12:32Z,10.0.0.5,-,MORDORDC.theshire.local,4624,An account was successfully logged on. Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Logon Information: Logon Type: 3 Restricted Admin Mode: - Virtual Account: No Elevated Token: Yes Impersonation Level: Impersonation New Logon: Security ID: S-1-5-18 Account Name: MOR,1,Credential Access
2024-04-15T08:12:40Z,10.0.0.5,-,MORDORDC.theshire.local,4627,Group membership information. Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Logon Type: 3 New Logon: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE.LOCAL Logon ID: 0x2B6B6C5 Event in sequence: 1 of 1 Group Membership: %{S-1-5-32-544} %{S-1-1-0},1,Credential Access
2024-04-15T08:12:45Z,192.168.1.40,dave,DESKTOP-DAVE,4688,A new process has been created. Creator Subject: DOMAIN\dave Process Name: C:\Windows\System32\cmd.exe,0,NONE
2024-04-15T08:12:48Z,10.0.0.5,MORDORDC$,MORDORDC.theshire.local,4634,An account was logged off. Subject: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE Logon ID: 0x2B6B6C5 Logon Type: 3 This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only uniq,1,Credential Access
2024-04-15T08:12:56Z,10.0.0.5,UNKNOWN,WORKSTATION5.theshire.local,4103,"CommandInvocation(ForEach-Object): ""ForEach-Object"" ParameterBinding(ForEach-Object): name=""Process""; value=""$55f.Headers.Add($_.Name, $_.Value)"" Context: Severity = Informational Host Name = ConsoleHost Host Version = 5.1.18362.752 Host ID = bd39a342-b84b-499d-b35a-752ceae5484c Host Application = C",1,Credential Access
2024-04-15T08:13:00Z,192.168.1.10,alice,DESKTOP-ALICE,4688,A new process has been created. Creator Subject: DOMAIN\alice Process Name: C:\Windows\System32\cmd.exe,0,NONE
2024-04-15T08:13:04Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4688,A new process has been created. Creator Subject: Security ID: S-1-5-21-2323213074-4052461197-1785501644-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x9CC0B6 Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x,1,Lateral Movement
2024-04-15T08:13:12Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-2323213074-4052461197-1785501644-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x9CC0B6 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID:,1,Lateral Movement
2024-04-15T08:13:15Z,192.168.1.20,bob,DESKTOP-BOB,4688,A new process has been created. Creator Subject: DOMAIN\bob Process Name: C:\Windows\System32\cmd.exe,0,NONE
2024-04-15T08:13:20Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4673,A privileged service was called. Subject: Security ID: S-1-5-21-2323213074-4052461197-1785501644-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x9CC0B6 Service: Server: Security Service Name: - Process: Process ID: 0x1d60 Process Name: C:\Users\pgustavo\Downloads\PurpleSharp.exe Ser,1,Lateral Movement
2024-04-15T08:13:28Z,10.0.0.5,MORDORDC$,MORDORDC.theshire.local,4688,A new process has been created. Creator Subject: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE Logon ID: 0x3E7 Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x1f08 New Process Name: C:\Windows\System,1,Lateral Movement
2024-04-15T08:13:30Z,192.168.1.30,carol,DESKTOP-CAROL,4624,An account was successfully logged on. Subject: Security ID: DOMAIN\carol Logon Type: 3 Source Network Address: 192.168.1.30,0,NONE
2024-04-15T08:13:36Z,10.0.0.5,MORDORDC$,MORDORDC.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-18 Account Name: MORDORDC$ Account Domain: THESHIRE Logon ID: 0x3E7 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0xa0 Resource Attributes: - Process Inf,1,Lateral Movement
2024-04-15T08:13:44Z,10.0.0.5,pgustavo,MORDORDC.theshire.local,4672,Special privileges assigned to new logon. Subject: Security ID: S-1-5-21-2323213074-4052461197-1785501644-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0x211EC28 Privileges: SeSecurityPrivilege SeBackupPrivilege SeRestorePrivilege SeTakeOwnershipPrivilege SeDebugPrivilege SeSystemEn,1,Lateral Movement
2024-04-15T08:13:45Z,192.168.1.40,dave,DESKTOP-DAVE,4624,An account was successfully logged on. Subject: Security ID: DOMAIN\dave Logon Type: 3 Source Network Address: 192.168.1.40,0,NONE
2024-04-15T08:13:52Z,10.0.0.5,-,MORDORDC.theshire.local,4624,An account was successfully logged on. Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Logon Information: Logon Type: 3 Restricted Admin Mode: - Virtual Account: No Elevated Token: Yes Impersonation Level: Impersonation New Logon: Security ID: S-1-5-21-2323213074-405246,1,Lateral Movement
2024-04-15T08:14:00Z,192.168.1.10,alice,DESKTOP-ALICE,4688,A new process has been created. Creator Subject: DOMAIN\alice Process Name: C:\Windows\System32\notepad.exe,0,NONE
2024-04-15T08:14:00Z,10.0.0.5,-,MORDORDC.theshire.local,4627,Group membership information. Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Logon Type: 3 New Logon: Security ID: S-1-5-21-2323213074-4052461197-1785501644-1104 Account Name: pgustavo Account Domain: THESHIRE.LOCAL Logon ID: 0x211EC28 Event in sequence: 1 of 1 Group M,1,Lateral Movement
2024-04-15T08:14:08Z,10.0.0.5,LOCAL SERVICE,WORKSTATION6.theshire.local,4673,A privileged service was called. Subject: Security ID: S-1-5-19 Account Name: LOCAL SERVICE Account Domain: NT AUTHORITY Logon ID: 0x3E5 Service: Server: Security Service Name: - Process: Process ID: 0xa64 Process Name: C:\Windows\System32\svchost.exe Service Request Information: Privileges: SeProfi,1,Privilege Escalation
2024-04-15T08:14:15Z,192.168.1.20,bob,DESKTOP-BOB,4634,An account was logged off. Subject: Security ID: DOMAIN\bob Logon Type: 3,0,NONE
2024-04-15T08:14:16Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager\,1,Privilege Escalation
2024-04-15T08:14:24Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4688,A new process has been created. Creator Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x1a,1,Privilege Escalation
2024-04-15T08:14:30Z,192.168.1.30,carol,DESKTOP-CAROL,4688,A new process has been created. Creator Subject: DOMAIN\carol Process Name: C:\Windows\System32\chrome.exe,0,NONE
2024-04-15T08:14:32Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4673,A privileged service was called. Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Service: Server: Security Service Name: - Process: Process ID: 0x1a24 Process Name: C:\Windows\System32\whoami.exe Service Request In,1,Privilege Escalation
2024-04-15T08:14:40Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0,1,Privilege Escalation
2024-04-15T08:14:45Z,192.168.1.40,dave,DESKTOP-DAVE,4688,A new process has been created. Creator Subject: DOMAIN\dave Process Name: C:\Program Files\Microsoft Office\Office16\WINWORD.EXE,0,NONE
2024-04-15T08:14:48Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4689,A process has exited. Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Process Information: Process ID: 0x1a24 Process Name: C:\Windows\System32\whoami.exe Exit Status: 0x0,1,Privilege Escalation
2024-04-15T08:14:56Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4688,A new process has been created. Creator Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0xe4,1,Privilege Escalation
2024-04-15T08:15:04Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4673,A privileged service was called. Subject: Security ID: S-1-5-21-3125456671-949036322-3048627137-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA992D Service: Server: Security Service Name: - Process: Process ID: 0xe40 Process Name: C:\Windows\System32\whoami.exe Service Request Inf,1,Privilege Escalation
2024-04-15T08:15:12Z,10.0.0.5,UNKNOWN,WORKSTATION5,1102,The audit log was cleared. Subject: Security ID: S-1-5-21-3940915590-64593676-1414006259-500 Account Name: wardog Domain Name: WORKSTATION5 Logon ID: 0xC61D9,1,Execution
2024-04-15T08:15:20Z,10.0.0.5,wardog,WORKSTATION5,4688,A new process has been created. Creator Subject: Security ID: S-1-5-21-3940915590-64593676-1414006259-500 Account Name: wardog Account Domain: WORKSTATION5 Logon ID: 0xC61D9 Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x2b,1,Execution
2024-04-15T08:15:28Z,10.0.0.5,wardog,WORKSTATION5,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-3940915590-64593676-1414006259-500 Account Name: wardog Account Domain: WORKSTATION5 Logon ID: 0xC61D9 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0,1,Execution
2024-04-15T08:15:36Z,10.0.0.5,wardog,WORKSTATION5,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-3940915590-64593676-1414006259-500 Account Name: wardog Account Domain: WORKSTATION5 Logon ID: 0xC61D9 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\,1,Execution
2024-04-15T08:15:44Z,10.0.0.5,LOCAL SERVICE,WORKSTATION5,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-19 Account Name: LOCAL SERVICE Account Domain: NT AUTHORITY Logon ID: 0x3E5 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0x83c Resource Attributes: - Pr,1,Execution
2024-04-15T08:15:52Z,10.0.0.5,LOCAL SERVICE,WORKSTATION5,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-19 Account Name: LOCAL SERVICE Account Domain: NT AUTHORITY Logon ID: 0x3E5 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0x79c Resource Attributes: - Pr,1,Execution
2024-04-15T08:16:00Z,10.0.0.5,LOCAL SERVICE,WORKSTATION5,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-19 Account Name: LOCAL SERVICE Account Domain: NT AUTHORITY Logon ID: 0x3E5 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0x814 Resource Attributes: - Pr,1,Execution
2024-04-15T08:16:08Z,10.0.0.5,LOCAL SERVICE,WORKSTATION5,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-19 Account Name: LOCAL SERVICE Account Domain: NT AUTHORITY Logon ID: 0x3E5 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: 0x740 Resource Attributes: - Pr,1,Execution
2024-04-15T08:16:16Z,10.0.0.5,LOCAL SERVICE,WORKSTATION5.theshire.local,4689,A process has exited. Subject: Security ID: S-1-5-19 Account Name: LOCAL SERVICE Account Domain: NT AUTHORITY Logon ID: 0x3E5 Process Information: Process ID: 0xc28 Process Name: C:\Windows\System32\svchost.exe Exit Status: 0x0,1,Persistence
2024-04-15T08:16:24Z,10.0.0.5,WORKSTATION5$,WORKSTATION5.theshire.local,4673,A privileged service was called. Subject: Security ID: S-1-5-18 Account Name: WORKSTATION5$ Account Domain: THESHIRE Logon ID: 0x3E7 Service: Server: NT Local Security Authority / Authentication Service Service Name: LsaRegisterLogonProcess() Process: Process ID: 0x2e4 Process Name: C:\Windows\Syste,1,Persistence
2024-04-15T08:16:32Z,10.0.0.5,WORKSTATION5$,WORKSTATION5.theshire.local,4702,"A scheduled task was updated. Subject: Security ID: S-1-5-18 Account Name: WORKSTATION5$ Account Domain: THESHIRE Logon ID: 0x3E7 Task Information: Task Name: \Microsoft\Windows\WindowsUpdate\Scheduled Start Task New Content: <?xml version=""1.0"" encoding=""UTF-16""?> <Task version=""1.4"" xmlns=""http://",1,Persistence
2024-04-15T08:16:40Z,10.0.0.5,WORKSTATION5$,WORKSTATION5.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-18 Account Name: WORKSTATION5$ Account Domain: THESHIRE Logon ID: 0x3E7 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon Handle ID: 0x484 Resource,1,Persistence
2024-04-15T08:16:48Z,10.0.0.5,WORKSTATION5$,WORKSTATION5.theshire.local,4689,A process has exited. Subject: Security ID: S-1-5-18 Account Name: WORKSTATION5$ Account Domain: THESHIRE Logon ID: 0x3E7 Process Information: Process ID: 0x1058 Process Name: C:\Windows\System32\svchost.exe Exit Status: 0x0,1,Persistence
2024-04-15T08:16:56Z,10.0.0.5,WORKSTATION5$,WORKSTATION5.theshire.local,4689,A process has exited. Subject: Security ID: S-1-5-18 Account Name: WORKSTATION5$ Account Domain: THESHIRE Logon ID: 0x3E7 Process Information: Process ID: 0x192c Process Name: C:\Windows\System32\svchost.exe Exit Status: 0x0,1,Persistence
2024-04-15T08:17:04Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4688,A new process has been created. Creator Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA1D79 Target Subject: Security ID: S-1-0-0 Account Name: - Account Domain: - Logon ID: 0x0 Process Information: New Process ID: 0x1,1,Persistence
2024-04-15T08:17:12Z,10.0.0.5,pgustavo,WORKSTATION5.theshire.local,4663,An attempt was made to access an object. Subject: Security ID: S-1-5-21-4228717743-1032521047-1810997296-1104 Account Name: pgustavo Account Domain: THESHIRE Logon ID: 0xA1D79 Object: Object Server: Security Object Type: Key Object Name: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa Handle ID: ,1,Persistence
2024-04-15T08:17:20Z,10.0.0.5,pedro-admin,pedro-computer,4673,A privileged service was called. Subject: Security ID: S-1-5-21-3768430097-3400800235-1714852860-1001 Account Name: pedro-admin Account Domain: PEDRO-COMPUTER Logon ID: 0x20303B Service: Server: Security Service Name: - Process: Process ID: 0x1658 Process Name: C:\Windows\System32\WindowsPowerShell\,1,Defense Evasion
